"Barking and Dagenham",51.55,0.116667,1896,sewer,1
"Barking and Dagenham",51.55,0.116667,1898,Uncategorised,2
"Barking and Dagenham",51.55,0.116667,1898,sewer,3
"Barking and Dagenham",51.55,0.116667,1905,sewer,1
"Barking and Dagenham",51.55,0.116667,1907,Uncategorised,2
"Barking and Dagenham",51.55,0.116667,1908,Uncategorised,3
"Barking and Dagenham",51.55,0.116667,1913,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1914,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1924,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1930,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1931,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1931,factory_fuel,1
"Barking and Dagenham",51.55,0.116667,1932,Uncategorised,2
"Barking and Dagenham",51.55,0.116667,1932,factory_fuel,1
"Barking and Dagenham",51.55,0.116667,1935,sewer,1
"Barking and Dagenham",51.55,0.116667,1936,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1937,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1937,sewer,1
"Barking and Dagenham",51.55,0.116667,1938,Uncategorised,2
"Barking and Dagenham",51.55,0.116667,1943,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1947,school,1
"Barking and Dagenham",51.55,0.116667,1948,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1949,sewer,1
"Barking and Dagenham",51.55,0.116667,1950,food,1
"Barking and Dagenham",51.55,0.116667,1951,Uncategorised,2
"Barking and Dagenham",51.55,0.116667,1951,food,1
"Barking and Dagenham",51.55,0.116667,1953,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1954,Uncategorised,2
"Barking and Dagenham",51.55,0.116667,1956,food,1
"Barking and Dagenham",51.55,0.116667,1957,Uncategorised,2
"Barking and Dagenham",51.55,0.116667,1957,factory_fuel,4
"Barking and Dagenham",51.55,0.116667,1957,food,1
"Barking and Dagenham",51.55,0.116667,1957,gas,2
"Barking and Dagenham",51.55,0.116667,1959,Uncategorised,2
"Barking and Dagenham",51.55,0.116667,1960,gas,1
"Barking and Dagenham",51.55,0.116667,1962,Uncategorised,1
"Barking and Dagenham",51.55,0.116667,1966,food,1
"Barking and Dagenham",51.55,0.116667,1968,Uncategorised,2
"Barking and Dagenham",51.55,0.116667,1971,Uncategorised,1
Barnet,51.65,-0.2,1894,Uncategorised,1
Barnet,51.65,-0.2,1894,food,1
Barnet,51.65,-0.2,1894,sewer,5
Barnet,51.65,-0.2,1894,waste,1
Barnet,51.65,-0.2,1895,Uncategorised,4
Barnet,51.65,-0.2,1895,factory_fuel,1
Barnet,51.65,-0.2,1895,gas,1
Barnet,51.65,-0.2,1895,sewer,3
Barnet,51.65,-0.2,1896,waste,1
Barnet,51.65,-0.2,1897,sewer,3
Barnet,51.65,-0.2,1904,sewer,2
Barnet,51.65,-0.2,1905,Uncategorised,1
Barnet,51.65,-0.2,1907,Uncategorised,1
Barnet,51.65,-0.2,1908,sewer,1
Barnet,51.65,-0.2,1910,Uncategorised,1
Barnet,51.65,-0.2,1911,Uncategorised,4
Barnet,51.65,-0.2,1911,food,1
Barnet,51.65,-0.2,1911,sewer,1
Barnet,51.65,-0.2,1911,trades,1
Barnet,51.65,-0.2,1913,sewer,1
Barnet,51.65,-0.2,1914,sewer,2
Barnet,51.65,-0.2,1915,Uncategorised,1
Barnet,51.65,-0.2,1925,animal,1
Barnet,51.65,-0.2,1925,sewer,1
Barnet,51.65,-0.2,1928,sewer,1
Barnet,51.65,-0.2,1934,sewer,1
Barnet,51.65,-0.2,1935,sewer,1
Barnet,51.65,-0.2,1936,sewer,1
Barnet,51.65,-0.2,1937,Uncategorised,3
Barnet,51.65,-0.2,1937,sewer,1
Barnet,51.65,-0.2,1938,factory_fuel,1
Barnet,51.65,-0.2,1938,sewer,1
Barnet,51.65,-0.2,1942,Uncategorised,1
Barnet,51.65,-0.2,1943,Uncategorised,1
Barnet,51.65,-0.2,1944,Uncategorised,1
Barnet,51.65,-0.2,1945,Uncategorised,2
Barnet,51.65,-0.2,1946,Uncategorised,1
Barnet,51.65,-0.2,1947,Uncategorised,1
Barnet,51.65,-0.2,1947,sewer,2
Barnet,51.65,-0.2,1948,Uncategorised,1
Barnet,51.65,-0.2,1949,Uncategorised,1
Barnet,51.65,-0.2,1950,Uncategorised,1
Barnet,51.65,-0.2,1951,Uncategorised,1
Barnet,51.65,-0.2,1953,Uncategorised,1
Barnet,51.65,-0.2,1953,sewer,1
Barnet,51.65,-0.2,1954,sewer,1
Barnet,51.65,-0.2,1955,food,1
Barnet,51.65,-0.2,1955,sewer,1
Barnet,51.65,-0.2,1955,waste,1
Barnet,51.65,-0.2,1956,Uncategorised,1
Barnet,51.65,-0.2,1956,sewer,1
Barnet,51.65,-0.2,1957,sewer,1
Barnet,51.65,-0.2,1958,sewer,1
Barnet,51.65,-0.2,1959,Uncategorised,3
Barnet,51.65,-0.2,1959,sewer,2
Barnet,51.65,-0.2,1960,Uncategorised,2
Barnet,51.65,-0.2,1960,food,1
Barnet,51.65,-0.2,1960,sewer,2
Barnet,51.65,-0.2,1961,Uncategorised,2
Barnet,51.65,-0.2,1961,sewer,1
Barnet,51.65,-0.2,1962,Uncategorised,1
Barnet,51.65,-0.2,1962,sewer,2
Barnet,51.65,-0.2,1963,sewer,1
Barnet,51.65,-0.2,1964,sewer,1
Bexley,51.451847076416016,0.15247684717178345,1913,sewer,2
Bexley,51.451847076416016,0.15247684717178345,1944,Uncategorised,1
Bexley,51.451847076416016,0.15247684717178345,1949,Uncategorised,6
Bexley,51.451847076416016,0.15247684717178345,1950,Uncategorised,6
Bexley,51.451847076416016,0.15247684717178345,1951,Uncategorised,2
Bexley,51.451847076416016,0.15247684717178345,1951,gas,1
Bexley,51.451847076416016,0.15247684717178345,1951,sewer,1
Bexley,51.451847076416016,0.15247684717178345,1952,Uncategorised,4
Bexley,51.451847076416016,0.15247684717178345,1953,Uncategorised,4
Bexley,51.451847076416016,0.15247684717178345,1954,Uncategorised,5
Bexley,51.451847076416016,0.15247684717178345,1955,Uncategorised,1
Bexley,51.451847076416016,0.15247684717178345,1955,gas,2
Bexley,51.451847076416016,0.15247684717178345,1956,Uncategorised,2
Bexley,51.451847076416016,0.15247684717178345,1957,Uncategorised,2
Bexley,51.451847076416016,0.15247684717178345,1957,sewer,1
Bexley,51.451847076416016,0.15247684717178345,1958,Uncategorised,2
Bexley,51.451847076416016,0.15247684717178345,1960,sewer,1
Bexley,51.451847076416016,0.15247684717178345,1961,Uncategorised,3
Bexley,51.451847076416016,0.15247684717178345,1962,Uncategorised,2
Bexley,51.451847076416016,0.15247684717178345,1962,food,1
Bexley,51.451847076416016,0.15247684717178345,1963,Uncategorised,1
Bexley,51.451847076416016,0.15247684717178345,1965,Uncategorised,1
Bexley,51.451847076416016,0.15247684717178345,1971,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1893,sewer,2
Brent,51.5615177154541,-0.25226590037345886,1895,sewer,2
Brent,51.5615177154541,-0.25226590037345886,1896,sewer,1
Brent,51.5615177154541,-0.25226590037345886,1897,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1898,Uncategorised,2
Brent,51.5615177154541,-0.25226590037345886,1898,sewer,2
Brent,51.5615177154541,-0.25226590037345886,1898,trades,1
Brent,51.5615177154541,-0.25226590037345886,1902,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1902,waste,1
Brent,51.5615177154541,-0.25226590037345886,1904,sewer,1
Brent,51.5615177154541,-0.25226590037345886,1910,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1913,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1914,food,1
Brent,51.5615177154541,-0.25226590037345886,1914,sewer,1
Brent,51.5615177154541,-0.25226590037345886,1919,factory_fuel,1
Brent,51.5615177154541,-0.25226590037345886,1920,Uncategorised,2
Brent,51.5615177154541,-0.25226590037345886,1920,factory_fuel,1
Brent,51.5615177154541,-0.25226590037345886,1920,food,1
Brent,51.5615177154541,-0.25226590037345886,1924,Uncategorised,2
Brent,51.5615177154541,-0.25226590037345886,1933,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1935,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1937,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1938,Uncategorised,4
Brent,51.5615177154541,-0.25226590037345886,1938,factory_fuel,1
Brent,51.5615177154541,-0.25226590037345886,1938,gas,2
Brent,51.5615177154541,-0.25226590037345886,1939,food,1
Brent,51.5615177154541,-0.25226590037345886,1945,food,2
Brent,51.5615177154541,-0.25226590037345886,1945,sewer,1
Brent,51.5615177154541,-0.25226590037345886,1946,Uncategorised,2
Brent,51.5615177154541,-0.25226590037345886,1946,food,1
Brent,51.5615177154541,-0.25226590037345886,1947,Uncategorised,2
Brent,51.5615177154541,-0.25226590037345886,1947,food,1
Brent,51.5615177154541,-0.25226590037345886,1948,Uncategorised,2
Brent,51.5615177154541,-0.25226590037345886,1948,food,1
Brent,51.5615177154541,-0.25226590037345886,1949,Uncategorised,2
Brent,51.5615177154541,-0.25226590037345886,1949,food,1
Brent,51.5615177154541,-0.25226590037345886,1950,Uncategorised,4
Brent,51.5615177154541,-0.25226590037345886,1950,food,1
Brent,51.5615177154541,-0.25226590037345886,1951,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1951,food,1
Brent,51.5615177154541,-0.25226590037345886,1952,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1952,food,1
Brent,51.5615177154541,-0.25226590037345886,1953,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1953,sewer,1
Brent,51.5615177154541,-0.25226590037345886,1954,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1954,food,1
Brent,51.5615177154541,-0.25226590037345886,1955,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1955,food,1
Brent,51.5615177154541,-0.25226590037345886,1956,Uncategorised,3
Brent,51.5615177154541,-0.25226590037345886,1956,food,2
Brent,51.5615177154541,-0.25226590037345886,1957,Uncategorised,9
Brent,51.5615177154541,-0.25226590037345886,1957,factory_fuel,1
Brent,51.5615177154541,-0.25226590037345886,1957,food,3
Brent,51.5615177154541,-0.25226590037345886,1957,gas,1
Brent,51.5615177154541,-0.25226590037345886,1958,Uncategorised,6
Brent,51.5615177154541,-0.25226590037345886,1958,food,1
Brent,51.5615177154541,-0.25226590037345886,1959,Uncategorised,11
Brent,51.5615177154541,-0.25226590037345886,1959,sewer,1
Brent,51.5615177154541,-0.25226590037345886,1960,Uncategorised,3
Brent,51.5615177154541,-0.25226590037345886,1960,food,3
Brent,51.5615177154541,-0.25226590037345886,1961,food,3
Brent,51.5615177154541,-0.25226590037345886,1962,Uncategorised,1
Brent,51.5615177154541,-0.25226590037345886,1962,food,2
Brent,51.5615177154541,-0.25226590037345886,1963,food,2
Brent,51.5615177154541,-0.25226590037345886,1964,factory_fuel,1
Brent,51.5615177154541,-0.25226590037345886,1964,food,1
Brent,51.5615177154541,-0.25226590037345886,1964,sewer,1
Brent,51.5615177154541,-0.25226590037345886,1972,food,2
Bromley,51.360843658447266,0.04637220874428749,1898,Uncategorised,1
Bromley,51.360843658447266,0.04637220874428749,1898,sewer,3
Bromley,51.360843658447266,0.04637220874428749,1904,Uncategorised,1
Bromley,51.360843658447266,0.04637220874428749,1905,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1905,waste,4
Bromley,51.360843658447266,0.04637220874428749,1908,Uncategorised,1
Bromley,51.360843658447266,0.04637220874428749,1909,Uncategorised,1
Bromley,51.360843658447266,0.04637220874428749,1910,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1911,sewer,3
Bromley,51.360843658447266,0.04637220874428749,1911,trades,1
Bromley,51.360843658447266,0.04637220874428749,1913,Uncategorised,6
Bromley,51.360843658447266,0.04637220874428749,1913,animal,1
Bromley,51.360843658447266,0.04637220874428749,1913,gas,1
Bromley,51.360843658447266,0.04637220874428749,1913,sewer,2
Bromley,51.360843658447266,0.04637220874428749,1914,sewer,2
Bromley,51.360843658447266,0.04637220874428749,1920,sewer,2
Bromley,51.360843658447266,0.04637220874428749,1925,Uncategorised,1
Bromley,51.360843658447266,0.04637220874428749,1925,sewer,2
Bromley,51.360843658447266,0.04637220874428749,1934,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1947,Uncategorised,1
Bromley,51.360843658447266,0.04637220874428749,1948,factory_fuel,1
Bromley,51.360843658447266,0.04637220874428749,1948,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1949,Uncategorised,1
Bromley,51.360843658447266,0.04637220874428749,1949,food,1
Bromley,51.360843658447266,0.04637220874428749,1950,Uncategorised,2
Bromley,51.360843658447266,0.04637220874428749,1950,food,1
Bromley,51.360843658447266,0.04637220874428749,1951,Uncategorised,2
Bromley,51.360843658447266,0.04637220874428749,1958,Uncategorised,1
Bromley,51.360843658447266,0.04637220874428749,1959,Uncategorised,2
Bromley,51.360843658447266,0.04637220874428749,1959,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1960,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1961,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1962,food,4
Bromley,51.360843658447266,0.04637220874428749,1962,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1962,waste,1
Bromley,51.360843658447266,0.04637220874428749,1963,Uncategorised,4
Bromley,51.360843658447266,0.04637220874428749,1963,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1965,Uncategorised,2
Bromley,51.360843658447266,0.04637220874428749,1965,factory_fuel,1
Bromley,51.360843658447266,0.04637220874428749,1965,food,1
Bromley,51.360843658447266,0.04637220874428749,1966,Uncategorised,1
Bromley,51.360843658447266,0.04637220874428749,1966,food,1
Bromley,51.360843658447266,0.04637220874428749,1966,sewer,1
Bromley,51.360843658447266,0.04637220874428749,1968,food,1
Bromley,51.360843658447266,0.04637220874428749,1969,food,1
Bromley,51.360843658447266,0.04637220874428749,1970,food,3
Bromley,51.360843658447266,0.04637220874428749,1971,Uncategorised,1
