location_name,smell_category,year,centroid_lat,centroid_lon,no_smells
Barnet,waste_rubbish,1947,51.616027,-0.210017,2
Barnet,waste_rubbish,1954,51.616027,-0.210017,1
Barnet,waste_rubbish,1955,51.616027,-0.210017,2
Barnet,waste_rubbish,1956,51.616027,-0.210017,1
Barnet,waste_rubbish,1957,51.616027,-0.210017,1
Barnet,waste_rubbish,1958,51.616027,-0.210017,1
Barnet,waste_rubbish,1959,51.616027,-0.210017,1
Barnet,waste_rubbish,1960,51.616027,-0.210017,1
Bexley,Uncategorised,1949,51.46088,0.142359,2
Bexley,Uncategorised,1954,51.46088,0.142359,1
Bexley,Uncategorised,1963,51.46088,0.142359,1
Bexley,Uncategorised,1965,51.46088,0.142359,1
Bexley,air_gas,1957,51.46088,0.142359,1
Bexley,factory_fuel,1961,51.46088,0.142359,1
Bexley,food,1913,51.46088,0.142359,1
Bexley,food,1949,51.46088,0.142359,4
Bexley,food,1950,51.46088,0.142359,5
Bexley,food,1951,51.46088,0.142359,4
Bexley,food,1952,51.46088,0.142359,4
Bexley,food,1953,51.46088,0.142359,4
Bexley,food,1954,51.46088,0.142359,3
Bexley,food,1955,51.46088,0.142359,3
Bexley,food,1956,51.46088,0.142359,2
Bexley,food,1957,51.46088,0.142359,1
Bexley,food,1958,51.46088,0.142359,2
Bexley,food,1960,51.46088,0.142359,1
Bexley,food,1961,51.46088,0.142359,1
Bexley,food,1962,51.46088,0.142359,3
Bexley,sewer,1913,51.46088,0.142359,1
Bexley,thames_water,1950,51.46088,0.142359,1
Bexley,thames_water,1954,51.46088,0.142359,1
Bexley,thames_water,1957,51.46088,0.142359,1
Bexley,trade,1961,51.46088,0.142359,1
Bexley,waste_rubbish,1944,51.46088,0.142359,1
Bexley,waste_rubbish,1971,51.46088,0.142359,1
Brent,Uncategorised,1924,51.558556,-0.267821,2
Brent,Uncategorised,1937,51.558556,-0.267821,1
Brent,Uncategorised,1938,51.558556,-0.267821,2
Brent,Uncategorised,1946,51.558556,-0.267821,1
Brent,Uncategorised,1956,51.558556,-0.267821,3
Brent,Uncategorised,1957,51.558556,-0.267821,4
Brent,Uncategorised,1959,51.558556,-0.267821,5
Brent,Uncategorised,1960,51.558556,-0.267821,1
Brent,air_gas,1893,51.558556,-0.267821,1
Brent,air_gas,1895,51.558556,-0.267821,1
Brent,air_gas,1896,51.558556,-0.267821,1
Brent,air_gas,1898,51.558556,-0.267821,3
Brent,air_gas,1938,51.558556,-0.267821,2
Brent,air_gas,1949,51.558556,-0.267821,1
Brent,air_gas,1952,51.558556,-0.267821,1
Brent,air_gas,1957,51.558556,-0.267821,2
Brent,air_gas,1959,51.558556,-0.267821,1
Brent,factory_fuel,1919,51.558556,-0.267821,1
Brent,factory_fuel,1938,51.558556,-0.267821,1
Brent,food,1898,51.558556,-0.267821,1
Brent,food,1902,51.558556,-0.267821,1
Brent,food,1914,51.558556,-0.267821,2
Brent,food,1920,51.558556,-0.267821,1
Brent,food,1933,51.558556,-0.267821,1
Brent,food,1935,51.558556,-0.267821,1
Brent,food,1939,51.558556,-0.267821,1
Brent,food,1945,51.558556,-0.267821,3
Brent,food,1946,51.558556,-0.267821,1
Brent,food,1947,51.558556,-0.267821,1
Brent,food,1948,51.558556,-0.267821,1
Brent,food,1954,51.558556,-0.267821,1
Brent,food,1955,51.558556,-0.267821,1
Brent,food,1956,51.558556,-0.267821,2
Brent,food,1957,51.558556,-0.267821,3
Brent,food,1960,51.558556,-0.267821,3
Brent,food,1961,51.558556,-0.267821,3
Brent,food,1962,51.558556,-0.267821,2
Brent,food,1963,51.558556,-0.267821,2
Brent,food,1964,51.558556,-0.267821,2
Brent,food,1972,51.558556,-0.267821,2
Brent,habitation,1893,51.558556,-0.267821,1
Brent,habitation,1897,51.558556,-0.267821,1
Brent,habitation,1904,51.558556,-0.267821,1
Brent,habitation,1913,51.558556,-0.267821,1
Brent,habitation,1959,51.558556,-0.267821,1
Brent,habitation,1962,51.558556,-0.267821,1
Brent,sewer,1895,51.558556,-0.267821,1
Brent,sewer,1946,51.558556,-0.267821,1
Brent,sewer,1947,51.558556,-0.267821,1
Brent,sewer,1948,51.558556,-0.267821,1
Brent,sewer,1949,51.558556,-0.267821,1
Brent,sewer,1950,51.558556,-0.267821,1
Brent,thames_water,1960,51.558556,-0.267821,1
Brent,trade,1898,51.558556,-0.267821,1
Brent,trade,1920,51.558556,-0.267821,3
Brent,waste_rubbish,1902,51.558556,-0.267821,1
Brent,waste_rubbish,1910,51.558556,-0.267821,1
Brent,waste_rubbish,1938,51.558556,-0.267821,2
Brent,waste_rubbish,1947,51.558556,-0.267821,1
Brent,waste_rubbish,1948,51.558556,-0.267821,1
Brent,waste_rubbish,1949,51.558556,-0.267821,1
Brent,waste_rubbish,1950,51.558556,-0.267821,4
Brent,waste_rubbish,1951,51.558556,-0.267821,2
Brent,waste_rubbish,1952,51.558556,-0.267821,1
Brent,waste_rubbish,1953,51.558556,-0.267821,2
Brent,waste_rubbish,1954,51.558556,-0.267821,1
Brent,waste_rubbish,1955,51.558556,-0.267821,1
Brent,waste_rubbish,1957,51.558556,-0.267821,4
Brent,waste_rubbish,1958,51.558556,-0.267821,7
Brent,waste_rubbish,1959,51.558556,-0.267821,4
Brent,waste_rubbish,1960,51.558556,-0.267821,1
Brent,waste_rubbish,1964,51.558556,-0.267821,1
Bromley,Uncategorised,1898,51.371999,0.051524,1
Bromley,Uncategorised,1913,51.371999,0.051524,3
Bromley,Uncategorised,1958,51.371999,0.051524,1
Bromley,Uncategorised,1959,51.371999,0.051524,1
Bromley,Uncategorised,1963,51.371999,0.051524,1
Bromley,air_gas,1913,51.371999,0.051524,3
Bromley,air_gas,1925,51.371999,0.051524,1
Bromley,air_gas,1934,51.371999,0.051524,1
Bromley,air_gas,1971,51.371999,0.051524,1
Bromley,animal,1913,51.371999,0.051524,1
Bromley,animal,1925,51.371999,0.051524,1
Bromley,decomposition,1966,51.371999,0.051524,1
Bromley,factory_fuel,1948,51.371999,0.051524,1
Bromley,food,1898,51.371999,0.051524,1
Bromley,food,1909,51.371999,0.051524,1
Bromley,food,1913,51.371999,0.051524,1
Bromley,food,1947,51.371999,0.051524,1
Bromley,food,1949,51.371999,0.051524,2
Bromley,food,1950,51.371999,0.051524,1
Bromley,food,1951,51.371999,0.051524,2
Bromley,food,1959,51.371999,0.051524,1
Bromley,food,1962,51.371999,0.051524,5
Bromley,food,1963,51.371999,0.051524,2
Bromley,food,1965,51.371999,0.051524,3
Bromley,food,1966,51.371999,0.051524,1
Bromley,food,1968,51.371999,0.051524,1
Bromley,food,1969,51.371999,0.051524,1
Bromley,food,1970,51.371999,0.051524,3
Bromley,food,1971,51.371999,0.051524,1
Bromley,food,1972,51.371999,0.051524,1
Bromley,habitation,1950,51.371999,0.051524,1
Bromley,habitation,1965,51.371999,0.051524,1
Bromley,habitation,1966,51.371999,0.051524,1
Bromley,sewer,1898,51.371999,0.051524,1
Bromley,sewer,1905,51.371999,0.051524,1
Bromley,sewer,1911,51.371999,0.051524,1
Bromley,sewer,1920,51.371999,0.051524,2
Bromley,sewer,1925,51.371999,0.051524,1
Bromley,sewer,1948,51.371999,0.051524,1
Bromley,thames_water,1908,51.371999,0.051524,1
Bromley,thames_water,1963,51.371999,0.051524,1
Bromley,trade,1911,51.371999,0.051524,1
Bromley,trade,1950,51.371999,0.051524,1
Bromley,waste_rubbish,1898,51.371999,0.051524,1
Bromley,waste_rubbish,1904,51.371999,0.051524,1
Bromley,waste_rubbish,1905,51.371999,0.051524,4
Bromley,waste_rubbish,1910,51.371999,0.051524,1
Bromley,waste_rubbish,1911,51.371999,0.051524,2
Bromley,waste_rubbish,1913,51.371999,0.051524,1
Bromley,waste_rubbish,1914,51.371999,0.051524,2
Bromley,waste_rubbish,1959,51.371999,0.051524,1
Bromley,waste_rubbish,1960,51.371999,0.051524,1
Bromley,waste_rubbish,1961,51.371999,0.051524,1
Bromley,waste_rubbish,1962,51.371999,0.051524,1
Bromley,waste_rubbish,1963,51.371999,0.051524,1
Camden,Uncategorised,1856,51.546394,-0.157424,3
Camden,Uncategorised,1857,51.546394,-0.157424,1
Camden,Uncategorised,1858,51.546394,-0.157424,1
Camden,Uncategorised,1865,51.546394,-0.157424,1
Camden,Uncategorised,1889,51.546394,-0.157424,1
Camden,Uncategorised,1891,51.546394,-0.157424,1
Camden,Uncategorised,1892,51.546394,-0.157424,3
Camden,Uncategorised,1902,51.546394,-0.157424,2
Camden,Uncategorised,1903,51.546394,-0.157424,4
Camden,Uncategorised,1904,51.546394,-0.157424,2
Camden,Uncategorised,1905,51.546394,-0.157424,2
Camden,Uncategorised,1908,51.546394,-0.157424,2
Camden,Uncategorised,1910,51.546394,-0.157424,1
Camden,Uncategorised,1911,51.546394,-0.157424,1
Camden,Uncategorised,1912,51.546394,-0.157424,1
Camden,Uncategorised,1913,51.546394,-0.157424,1
Camden,Uncategorised,1914,51.546394,-0.157424,1
Camden,Uncategorised,1923,51.546394,-0.157424,2
Camden,Uncategorised,1925,51.546394,-0.157424,1
Camden,Uncategorised,1926,51.546394,-0.157424,1
Camden,Uncategorised,1928,51.546394,-0.157424,1
Camden,Uncategorised,1932,51.546394,-0.157424,1
Camden,Uncategorised,1936,51.546394,-0.157424,2
Camden,Uncategorised,1963,51.546394,-0.157424,1
Camden,air_gas,1856,51.546394,-0.157424,1
Camden,air_gas,1857,51.546394,-0.157424,1
Camden,air_gas,1860,51.546394,-0.157424,1
Camden,air_gas,1871,51.546394,-0.157424,2
Camden,air_gas,1876,51.546394,-0.157424,2
Camden,air_gas,1892,51.546394,-0.157424,1
Camden,air_gas,1894,51.546394,-0.157424,2
Camden,air_gas,1895,51.546394,-0.157424,1
Camden,air_gas,1898,51.546394,-0.157424,2
Camden,air_gas,1901,51.546394,-0.157424,1
Camden,air_gas,1902,51.546394,-0.157424,3
Camden,air_gas,1903,51.546394,-0.157424,2
Camden,air_gas,1906,51.546394,-0.157424,2
Camden,air_gas,1911,51.546394,-0.157424,1
Camden,air_gas,1912,51.546394,-0.157424,1
Camden,air_gas,1913,51.546394,-0.157424,1
Camden,air_gas,1917,51.546394,-0.157424,1
Camden,air_gas,1921,51.546394,-0.157424,1
Camden,air_gas,1923,51.546394,-0.157424,1
Camden,air_gas,1932,51.546394,-0.157424,1
Camden,animal,1856,51.546394,-0.157424,2
Camden,animal,1879,51.546394,-0.157424,1
Camden,animal,1890,51.546394,-0.157424,1
Camden,animal,1892,51.546394,-0.157424,1
Camden,animal,1896,51.546394,-0.157424,1
Camden,animal,1900,51.546394,-0.157424,1
Camden,animal,1905,51.546394,-0.157424,1
Camden,animal,1922,51.546394,-0.157424,1
Camden,animal,1925,51.546394,-0.157424,1
Camden,animal,1926,51.546394,-0.157424,1
Camden,animal,1933,51.546394,-0.157424,1
Camden,animal,1934,51.546394,-0.157424,1
Camden,animal,1935,51.546394,-0.157424,1
Camden,decomposition,1856,51.546394,-0.157424,1
Camden,decomposition,1857,51.546394,-0.157424,1
Camden,decomposition,1858,51.546394,-0.157424,1
Camden,decomposition,1934,51.546394,-0.157424,1
Camden,disinfectant,1955,51.546394,-0.157424,2
Camden,factory_fuel,1876,51.546394,-0.157424,1
Camden,factory_fuel,1910,51.546394,-0.157424,1
Camden,factory_fuel,1911,51.546394,-0.157424,1
Camden,factory_fuel,1913,51.546394,-0.157424,1
Camden,factory_fuel,1926,51.546394,-0.157424,1
Camden,factory_fuel,1928,51.546394,-0.157424,1
Camden,factory_fuel,1966,51.546394,-0.157424,1
Camden,food,1856,51.546394,-0.157424,5
Camden,food,1858,51.546394,-0.157424,1
Camden,food,1860,51.546394,-0.157424,2
Camden,food,1862,51.546394,-0.157424,3
Camden,food,1870,51.546394,-0.157424,2
Camden,food,1871,51.546394,-0.157424,1
Camden,food,1872,51.546394,-0.157424,1
Camden,food,1880,51.546394,-0.157424,1
Camden,food,1881,51.546394,-0.157424,1
Camden,food,1889,51.546394,-0.157424,1
Camden,food,1891,51.546394,-0.157424,1
Camden,food,1892,51.546394,-0.157424,4
Camden,food,1893,51.546394,-0.157424,1
Camden,food,1895,51.546394,-0.157424,1
Camden,food,1898,51.546394,-0.157424,2
Camden,food,1899,51.546394,-0.157424,1
Camden,food,1900,51.546394,-0.157424,2
Camden,food,1901,51.546394,-0.157424,2
Camden,food,1902,51.546394,-0.157424,8
Camden,food,1903,51.546394,-0.157424,7
Camden,food,1904,51.546394,-0.157424,7
Camden,food,1905,51.546394,-0.157424,9
Camden,food,1906,51.546394,-0.157424,3
Camden,food,1907,51.546394,-0.157424,3
Camden,food,1908,51.546394,-0.157424,6
Camden,food,1909,51.546394,-0.157424,4
Camden,food,1910,51.546394,-0.157424,5
Camden,food,1911,51.546394,-0.157424,5
Camden,food,1912,51.546394,-0.157424,5
Camden,food,1913,51.546394,-0.157424,3
Camden,food,1914,51.546394,-0.157424,6
Camden,food,1917,51.546394,-0.157424,1
Camden,food,1918,51.546394,-0.157424,1
Camden,food,1919,51.546394,-0.157424,1
Camden,food,1920,51.546394,-0.157424,1
Camden,food,1923,51.546394,-0.157424,1
Camden,food,1924,51.546394,-0.157424,3
Camden,food,1925,51.546394,-0.157424,2
Camden,food,1926,51.546394,-0.157424,2
Camden,food,1927,51.546394,-0.157424,1
Camden,food,1928,51.546394,-0.157424,2
Camden,food,1929,51.546394,-0.157424,1
Camden,food,1931,51.546394,-0.157424,1
Camden,food,1932,51.546394,-0.157424,1
Camden,food,1938,51.546394,-0.157424,1
Camden,food,1957,51.546394,-0.157424,1
Camden,food,1961,51.546394,-0.157424,1
Camden,food,1962,51.546394,-0.157424,1
Camden,food,1964,51.546394,-0.157424,1
Camden,habitation,1856,51.546394,-0.157424,4
Camden,habitation,1857,51.546394,-0.157424,1
Camden,habitation,1858,51.546394,-0.157424,3
Camden,habitation,1859,51.546394,-0.157424,2
Camden,habitation,1860,51.546394,-0.157424,2
Camden,habitation,1861,51.546394,-0.157424,1
Camden,habitation,1863,51.546394,-0.157424,2
Camden,habitation,1864,51.546394,-0.157424,1
Camden,habitation,1869,51.546394,-0.157424,2
Camden,habitation,1870,51.546394,-0.157424,1
Camden,habitation,1876,51.546394,-0.157424,1
Camden,habitation,1877,51.546394,-0.157424,1
Camden,habitation,1881,51.546394,-0.157424,1
Camden,habitation,1884,51.546394,-0.157424,1
Camden,habitation,1891,51.546394,-0.157424,1
Camden,habitation,1892,51.546394,-0.157424,1
Camden,habitation,1900,51.546394,-0.157424,2
Camden,habitation,1901,51.546394,-0.157424,2
Camden,habitation,1902,51.546394,-0.157424,4
Camden,habitation,1903,51.546394,-0.157424,3
Camden,habitation,1904,51.546394,-0.157424,1
Camden,habitation,1909,51.546394,-0.157424,2
Camden,habitation,1910,51.546394,-0.157424,3
Camden,habitation,1911,51.546394,-0.157424,4
Camden,habitation,1912,51.546394,-0.157424,3
Camden,habitation,1919,51.546394,-0.157424,1
Camden,habitation,1920,51.546394,-0.157424,1
Camden,habitation,1924,51.546394,-0.157424,1
Camden,habitation,1927,51.546394,-0.157424,1
Camden,habitation,1928,51.546394,-0.157424,2
Camden,habitation,1936,51.546394,-0.157424,1
Camden,habitation,1937,51.546394,-0.157424,1
Camden,habitation,1955,51.546394,-0.157424,1
Camden,habitation,1965,51.546394,-0.157424,1
Camden,no_smell,1883,51.546394,-0.157424,1
Camden,no_smell,1926,51.546394,-0.157424,1
Camden,no_smell,1935,51.546394,-0.157424,1
Camden,no_smell,1938,51.546394,-0.157424,1
Camden,sewer,1856,51.546394,-0.157424,2
Camden,sewer,1857,51.546394,-0.157424,1
Camden,sewer,1858,51.546394,-0.157424,1
Camden,sewer,1871,51.546394,-0.157424,1
Camden,sewer,1889,51.546394,-0.157424,3
Camden,sewer,1892,51.546394,-0.157424,1
Camden,sewer,1895,51.546394,-0.157424,2
Camden,sewer,1898,51.546394,-0.157424,2
Camden,sewer,1899,51.546394,-0.157424,1
Camden,sewer,1901,51.546394,-0.157424,1
Camden,sewer,1902,51.546394,-0.157424,1
Camden,sewer,1903,51.546394,-0.157424,3
Camden,sewer,1904,51.546394,-0.157424,1
Camden,sewer,1905,51.546394,-0.157424,4
Camden,sewer,1906,51.546394,-0.157424,4
Camden,sewer,1907,51.546394,-0.157424,1
Camden,sewer,1908,51.546394,-0.157424,1
Camden,sewer,1910,51.546394,-0.157424,1
Camden,sewer,1914,51.546394,-0.157424,1
Camden,sewer,1938,51.546394,-0.157424,1
Camden,sewer,1955,51.546394,-0.157424,1
Camden,sewer,1956,51.546394,-0.157424,1
Camden,trade,1896,51.546394,-0.157424,1
Camden,trade,1900,51.546394,-0.157424,1
Camden,trade,1901,51.546394,-0.157424,1
Camden,trade,1902,51.546394,-0.157424,4
Camden,trade,1904,51.546394,-0.157424,1
Camden,trade,1905,51.546394,-0.157424,1
Camden,trade,1906,51.546394,-0.157424,1
Camden,trade,1907,51.546394,-0.157424,2
Camden,trade,1908,51.546394,-0.157424,2
Camden,trade,1909,51.546394,-0.157424,3
Camden,trade,1910,51.546394,-0.157424,2
Camden,trade,1911,51.546394,-0.157424,2
Camden,trade,1912,51.546394,-0.157424,2
Camden,trade,1913,51.546394,-0.157424,1
Camden,trade,1915,51.546394,-0.157424,2
Camden,trade,1916,51.546394,-0.157424,1
Camden,trade,1921,51.546394,-0.157424,1
Camden,trade,1922,51.546394,-0.157424,1
Camden,trade,1926,51.546394,-0.157424,1
Camden,waste_excrement,1891,51.546394,-0.157424,1
Camden,waste_excrement,1899,51.546394,-0.157424,1
Camden,waste_excrement,1905,51.546394,-0.157424,1
Camden,waste_excrement,1916,51.546394,-0.157424,1
Camden,waste_rubbish,1856,51.546394,-0.157424,1
Camden,waste_rubbish,1857,51.546394,-0.157424,4
Camden,waste_rubbish,1859,51.546394,-0.157424,1
Camden,waste_rubbish,1860,51.546394,-0.157424,1
Camden,waste_rubbish,1876,51.546394,-0.157424,1
Camden,waste_rubbish,1880,51.546394,-0.157424,1
Camden,waste_rubbish,1892,51.546394,-0.157424,2
Camden,waste_rubbish,1893,51.546394,-0.157424,1
Camden,waste_rubbish,1895,51.546394,-0.157424,1
Camden,waste_rubbish,1896,51.546394,-0.157424,1
Camden,waste_rubbish,1901,51.546394,-0.157424,1
Camden,waste_rubbish,1902,51.546394,-0.157424,4
Camden,waste_rubbish,1903,51.546394,-0.157424,5
Camden,waste_rubbish,1904,51.546394,-0.157424,4
Camden,waste_rubbish,1905,51.546394,-0.157424,2
Camden,waste_rubbish,1906,51.546394,-0.157424,3
Camden,waste_rubbish,1907,51.546394,-0.157424,4
Camden,waste_rubbish,1908,51.546394,-0.157424,5
Camden,waste_rubbish,1909,51.546394,-0.157424,3
Camden,waste_rubbish,1910,51.546394,-0.157424,3
Camden,waste_rubbish,1911,51.546394,-0.157424,4
Camden,waste_rubbish,1912,51.546394,-0.157424,3
Camden,waste_rubbish,1913,51.546394,-0.157424,2
Camden,waste_rubbish,1914,51.546394,-0.157424,2
Camden,waste_rubbish,1915,51.546394,-0.157424,1
Camden,waste_rubbish,1916,51.546394,-0.157424,2
Camden,waste_rubbish,1917,51.546394,-0.157424,2
Camden,waste_rubbish,1919,51.546394,-0.157424,2
Camden,waste_rubbish,1920,51.546394,-0.157424,1
Camden,waste_rubbish,1923,51.546394,-0.157424,1
Camden,waste_rubbish,1924,51.546394,-0.157424,1
Camden,waste_rubbish,1925,51.546394,-0.157424,2
Camden,waste_rubbish,1926,51.546394,-0.157424,4
Camden,waste_rubbish,1932,51.546394,-0.157424,1
Camden,waste_rubbish,1949,51.546394,-0.157424,1
Camden,waste_rubbish,1950,51.546394,-0.157424,1
Camden,waste_rubbish,1951,51.546394,-0.157424,1
Camden,waste_rubbish,1952,51.546394,-0.157424,1
Camden,waste_rubbish,1953,51.546394,-0.157424,1
Camden,waste_rubbish,1954,51.546394,-0.157424,2
Camden,waste_rubbish,1955,51.546394,-0.157424,1
Camden,waste_rubbish,1956,51.546394,-0.157424,2
Camden,waste_rubbish,1957,51.546394,-0.157424,1
Camden,waste_rubbish,1958,51.546394,-0.157424,1
Camden,waste_rubbish,1959,51.546394,-0.157424,1
Camden,waste_rubbish,1960,51.546394,-0.157424,1
Camden,waste_rubbish,1961,51.546394,-0.157424,1
Camden,waste_rubbish,1962,51.546394,-0.157424,1
Camden,waste_rubbish,1963,51.546394,-0.157424,1
Camden,waste_rubbish,1964,51.546394,-0.157424,1
City of London,Uncategorised,1849,51.514414,-0.092438,1
City of London,Uncategorised,1854,51.514414,-0.092438,1
City of London,Uncategorised,1891,51.514414,-0.092438,1
City of London,Uncategorised,1899,51.514414,-0.092438,1
City of London,Uncategorised,1901,51.514414,-0.092438,2
City of London,Uncategorised,1904,51.514414,-0.092438,2
City of London,Uncategorised,1906,51.514414,-0.092438,14
City of London,Uncategorised,1910,51.514414,-0.092438,2
City of London,Uncategorised,1913,51.514414,-0.092438,1
City of London,Uncategorised,1914,51.514414,-0.092438,1
City of London,Uncategorised,1917,51.514414,-0.092438,1
City of London,Uncategorised,1919,51.514414,-0.092438,1
City of London,Uncategorised,1920,51.514414,-0.092438,2
City of London,Uncategorised,1921,51.514414,-0.092438,1
City of London,Uncategorised,1925,51.514414,-0.092438,3
City of London,Uncategorised,1926,51.514414,-0.092438,1
City of London,Uncategorised,1930,51.514414,-0.092438,1
City of London,Uncategorised,1931,51.514414,-0.092438,1
City of London,Uncategorised,1932,51.514414,-0.092438,1
